GeneID,Chromosome,Start,End,Strand,Length,SRR21835898,SRR21835899,SRR21835896,SRR21835897,SRR21835900,SRR21835901
SAUSA300_1392,CP000255.1,1556545,1557369,-,825,6,9,7,9,12,13
SAUSA300_1393,CP000255.1,1557369,1563569,-,6201,251,233,222,231,276,248
SAUSA300_1394,CP000255.1,1563583,1563741,-,159,2,1,0,0,4,0
SAUSA300_1395,CP000255.1,1563783,1564133,-,351,0,2,0,0,0,0
SAUSA300_1396,CP000255.1,1564191,1564646,-,456,17,55,26,18,39,41
SAUSA300_1397,CP000255.1,1564738,1565379,-,642,15,18,10,12,21,20
SAUSA300_1398,CP000255.1,1565810,1566211,-,402,2,0,2,3,0,0
SAUSA300_1399,CP000255.1,1566208,1566540,-,333,0,0,3,0,0,0
SAUSA300_1400,CP000255.1,1566552,1566830,-,279,1,3,2,0,1,1
SAUSA300_1401,CP000255.1,1566899,1568062,-,1164,3,8,6,6,11,13
SAUSA300_1402,CP000255.1,1568074,1568847,-,774,0,3,2,7,2,2
SAUSA300_1403,CP000255.1,1568831,1570069,-,1239,18,16,10,21,17,14
SAUSA300_1404,CP000255.1,1570074,1571765,-,1692,0,4,0,4,0,6
SAUSA300_1405,CP000255.1,1571755,1572060,-,306,0,0,0,0,0,0
SAUSA300_1406,CP000255.1,1572187,1572501,-,315,0,0,0,0,0,0
SAUSA300_1407,CP000255.1,1572658,1573095,-,438,15,14,2,8,3,8
SAUSA300_1408,CP000255.1,1573108,1574379,-,1272,44,66,50,33,43,83
SAUSA300_1409,CP000255.1,1574456,1574746,-,291,14,16,14,16,23,13
SAUSA300_1410,CP000255.1,1575087,1577534,-,2448,19,32,42,24,35,22
SAUSA300_1411,CP000255.1,1577822,1578022,-,201,3,0,0,0,3,0
SAUSA300_1412,CP000255.1,1578090,1578242,-,153,0,0,2,0,0,0
SAUSA300_1413,CP000255.1,1578239,1578625,-,387,0,7,2,0,8,3
SAUSA300_1414,CP000255.1,1578618,1578854,-,237,4,2,4,1,0,0
SAUSA300_1415,CP000255.1,1578847,1579050,-,204,0,2,0,1,0,2
SAUSA300_1416,CP000255.1,1579047,1579253,-,207,0,0,0,0,0,0
SAUSA300_1417,CP000255.1,1579290,1579826,-,537,0,0,0,0,4,0
SAUSA300_1418,CP000255.1,1579819,1580067,-,249,0,0,0,0,0,0
SAUSA300_1419,CP000255.1,1580082,1580324,-,243,0,0,0,4,0,0
SAUSA300_1420,CP000255.1,1580542,1580799,-,258,0,0,0,0,0,0
SAUSA300_1421,CP000255.1,1580799,1581200,-,402,0,0,0,0,0,0
SAUSA300_1422,CP000255.1,1581200,1581385,-,186,0,0,0,1,0,0
SAUSA300_1423,CP000255.1,1581398,1583350,-,1953,0,2,0,1,0,1
SAUSA300_1424,CP000255.1,1583418,1583975,-,558,0,2,0,4,0,2
SAUSA300_1425,CP000255.1,1584001,1585167,-,1167,0,6,2,0,2,0
SAUSA300_1426,CP000255.1,1585164,1585526,-,363,0,0,0,0,0,0
SAUSA300_1427,CP000255.1,1585540,1585800,-,261,0,0,0,0,2,0
SAUSA300_1428,CP000255.1,1586100,1586417,-,318,0,0,0,1,0,0
SAUSA300_1429,CP000255.1,1586510,1586605,-,96,0,0,0,0,0,0
SAUSA300_1430,CP000255.1,1586683,1586946,-,264,0,2,1,1,0,0
SAUSA300_1431,CP000255.1,1586971,1587186,-,216,0,0,1,1,0,0
SAUSA300_1432,CP000255.1,1587233,1587472,+,240,4,5,0,8,1,1
SAUSA300_1433,CP000255.1,1587729,1587929,-,201,0,0,0,0,0,0
SAUSA300_1434,CP000255.1,1588081,1588410,+,330,2,7,0,5,6,10
SAUSA300_1435,CP000255.1,1588423,1588884,+,462,2,3,2,6,8,2
SAUSA300_1436,CP000255.1,1588902,1589336,+,435,12,10,6,8,8,6
SAUSA300_1437,CP000255.1,1589993,1590607,-,615,149,103,89,108,99,106
SAUSA300_1438,CP000255.1,1590733,1591938,+,1206,4,5,2,5,8,7
SAUSA300_1440,CP000255.1,1594000,1594869,-,870,2,6,2,0,0,0
SAUSA300_1441,CP000255.1,1595174,1596940,-,1767,340,845,277,366,684,776
SAUSA300_1442,CP000255.1,1596906,1597631,-,726,182,335,139,176,398,453
SAUSA300_1443,CP000255.1,1597764,1598501,-,738,28,137,30,29,135,113
SAUSA300_1444,CP000255.1,1598494,1599036,-,543,42,95,26,40,122,103
SAUSA300_1445,CP000255.1,1599029,1599760,-,732,27,77,30,24,127,112
SAUSA300_1446,CP000255.1,1599852,1600358,+,507,1,7,8,6,6,16
SAUSA300_1447,CP000255.1,1600436,1601323,-,888,89,128,88,84,96,114
SAUSA300_1448,CP000255.1,1601372,1601821,-,450,104,108,57,77,140,112
SAUSA300_1449,CP000255.1,1601926,1602468,-,543,44,62,30,26,34,97
SAUSA300_1450,CP000255.1,1602550,1603458,+,909,276,1008,322,271,1079,954
SAUSA300_1451,CP000255.1,1603938,1604693,-,756,22,16,4,10,20,13
SAUSA300_1452,CP000255.1,1604865,1605650,+,786,72,198,80,76,174,212
SAUSA300_1453,CP000255.1,1605755,1606675,-,921,18,16,6,12,10,22
SAUSA300_1454,CP000255.1,1606988,1608472,+,1485,816,1217,902,867,1318,1126
SAUSA300_1455,CP000255.1,1608675,1609568,+,894,234,405,302,241,370,434
SAUSA300_1456,CP000255.1,1609651,1611300,-,1650,370,752,464,415,760,898
SAUSA300_1457,CP000255.1,1611316,1612335,-,1020,15,63,23,25,56,61
SAUSA300_1458,CP000255.1,1612529,1612900,-,372,156,325,93,201,296,254
SAUSA300_1459,CP000255.1,1613119,1614525,-,1407,2064,3210,2197,2056,2924,3210
SAUSA300_1460,CP000255.1,1614593,1615726,-,1134,300,668,335,343,607,570
SAUSA300_1461,CP000255.1,1615989,1616168,+,180,2,5,0,1,5,2
SAUSA300_1462,CP000255.1,1616295,1617275,-,981,24,55,35,42,77,49
SAUSA300_1463,CP000255.1,1617289,1617726,-,438,13,27,18,14,34,36
SAUSA300_1464,CP000255.1,1618077,1619351,-,1275,553,1357,697,632,1499,1362
SAUSA300_1465,CP000255.1,1619364,1620347,-,984,561,1070,534,497,1135,1119
SAUSA300_1466,CP000255.1,1620347,1621339,-,993,307,596,320,324,599,650
SAUSA300_1467,CP000255.1,1621355,1622776,-,1422,108,293,137,124,339,310
SAUSA300_1468,CP000255.1,1622927,1624606,-,1680,56,125,12,49,172,96
SAUSA300_1469,CP000255.1,1624622,1625074,-,453,14,63,4,3,91,46
SAUSA300_1470,CP000255.1,1625506,1626387,-,882,21,94,22,15,82,89
SAUSA300_1471,CP000255.1,1626365,1626595,-,231,8,8,1,5,13,8
SAUSA300_1472,CP000255.1,1626588,1627925,-,1338,159,302,84,127,304,240
SAUSA300_1473,CP000255.1,1627942,1628331,-,390,271,755,169,266,768,653
SAUSA300_1474,CP000255.1,1628391,1628753,-,363,199,648,97,181,612,530
SAUSA300_1475,CP000255.1,1628768,1630123,-,1356,202,868,108,198,657,682
SAUSA300_1476,CP000255.1,1630123,1630587,-,465,44,148,38,31,156,150
SAUSA300_1478,CP000255.1,1632071,1632427,-,357,17,72,23,30,63,66
SAUSA300_1479,CP000255.1,1632483,1633073,-,591,8,24,12,4,22,19
SAUSA300_1480,CP000255.1,1633080,1634126,-,1047,14,56,15,15,66,38
SAUSA300_1481,CP000255.1,1634116,1635963,-,1848,53,117,50,57,120,79
SAUSA300_1482,CP000255.1,1635968,1637326,-,1359,2,6,0,1,0,0
SAUSA300_1483,CP000255.1,1637380,1639875,-,2496,50,50,22,56,20,30
SAUSA300_1484,CP000255.1,1639910,1640293,-,384,3,3,6,3,5,2
SAUSA300_1485,CP000255.1,1640305,1640565,-,261,5,6,7,7,7,5
SAUSA300_1486,CP000255.1,1640570,1641625,-,1056,0,4,4,2,0,1
SAUSA300_1487,CP000255.1,1641686,1642777,-,1092,2,9,1,2,4,6
SAUSA300_1488,CP000255.1,1642952,1643254,-,303,1,10,6,2,0,10
SAUSA300_1489,CP000255.1,1643268,1643588,-,321,2,4,2,0,0,2
SAUSA300_1490,CP000255.1,1644418,1644975,-,558,361,390,284,415,380,393
SAUSA300_1491,CP000255.1,1645001,1646062,-,1062,74,102,73,48,84,125
SAUSA300_1492,CP000255.1,1646167,1646748,+,582,86,271,57,32,216,194
SAUSA300_1493,CP000255.1,1646762,1646980,+,219,19,59,7,10,55,59
SAUSA300_1494,CP000255.1,1647044,1647874,-,831,146,672,155,168,625,517
SAUSA300_1495,CP000255.1,1648032,1648418,+,387,33,84,39,51,93,102
SAUSA300_1496,CP000255.1,1648783,1650255,-,1473,210,609,199,193,581,710
SAUSA300_1497,CP000255.1,1650248,1651594,-,1347,107,275,99,67,297,349
SAUSA300_1498,CP000255.1,1651614,1652705,-,1092,20,94,10,33,97,127
SAUSA300_1499,CP000255.1,1652864,1653388,-,525,40,43,8,17,26,41
SAUSA300_1500,CP000255.1,1653621,1654118,-,498,0,0,0,0,0,0
SAUSA300_1501,CP000255.1,1654322,1654768,-,447,0,1,0,0,0,0
SAUSA300_1502,CP000255.1,1654746,1655057,-,312,0,0,0,0,0,0
SAUSA300_1503,CP000255.1,1655071,1656141,-,1071,4,2,0,2,0,1
SAUSA300_1504,CP000255.1,1656113,1657087,-,975,17,8,10,22,6,3
SAUSA300_1505,CP000255.1,1657139,1657762,-,624,123,188,115,134,179,244
SAUSA300_1506,CP000255.1,1657759,1658088,-,330,68,98,58,64,64,99
SAUSA300_1507,CP000255.1,1658088,1659074,-,987,62,112,65,90,76,82
SAUSA300_1508,CP000255.1,1659071,1659274,-,204,3,4,2,0,2,3
SAUSA300_1509,CP000255.1,1659255,1660718,-,1464,63,130,56,74,94,107
SAUSA300_1510,CP000255.1,1660730,1661269,-,540,10,12,6,9,10,14
SAUSA300_1511,CP000255.1,1661478,1661627,-,150,19,89,15,13,60,70
SAUSA300_1512,CP000255.1,1661740,1663815,-,2076,264,475,255,231,488,492
SAUSA300_1513,CP000255.1,1663936,1664535,-,600,3525,2775,3907,3975,2530,2892
SAUSA300_1514,CP000255.1,1664812,1665222,-,411,0,3,2,2,2,6
SAUSA300_1515,CP000255.1,1665209,1666072,-,864,23,35,28,22,44,64
SAUSA300_1516,CP000255.1,1666114,1666899,-,786,16,14,6,32,30,28
SAUSA300_1517,CP000255.1,1667025,1667915,-,891,137,161,164,169,195,179
SAUSA300_1518,CP000255.1,1667925,1669271,-,1347,127,231,182,146,190,207
SAUSA300_1519,CP000255.1,1669385,1670485,-,1101,152,259,129,143,261,245
SAUSA300_1520,CP000255.1,1670488,1671165,-,678,68,126,45,44,149,121
SAUSA300_1521,CP000255.1,1671296,1672402,-,1107,497,1039,430,539,964,962
SAUSA300_1522,CP000255.1,1672626,1674425,-,1800,116,342,102,113,310,325
SAUSA300_1523,CP000255.1,1674486,1675304,-,819,185,295,146,137,306,317
SAUSA300_1524,CP000255.1,1675315,1675854,-,540,80,164,40,82,161,113
SAUSA300_1525,CP000255.1,1676273,1677664,+,1392,1558,633,1351,1440,731,733
SAUSA300_1526,CP000255.1,1677814,1678566,-,753,58,74,73,50,72,77
SAUSA300_1527,CP000255.1,1678588,1679487,-,900,168,319,221,214,263,352
SAUSA300_1528,CP000255.1,1679488,1679892,-,405,65,99,33,37,68,84
SAUSA300_1529,CP000255.1,1679903,1680247,-,345,23,70,34,30,57,41
SAUSA300_1530,CP000255.1,1680250,1680717,-,468,68,163,76,66,148,143
SAUSA300_1531,CP000255.1,1680718,1681665,-,948,142,488,103,156,354,280
SAUSA300_1532,CP000255.1,1681969,1682667,-,699,2590,6608,4254,3061,6237,8923
SAUSA300_1533,CP000255.1,1682684,1683673,-,990,3971,8795,4958,3954,10172,12073
SAUSA300_1534,CP000255.1,1683691,1684374,-,684,1317,4289,2146,1374,3230,5835
SAUSA300_1535,CP000255.1,1684618,1684794,-,177,156,80,78,76,88,78
SAUSA300_1536,CP000255.1,1685087,1686433,-,1347,55,72,46,41,88,125
SAUSA300_1537,CP000255.1,1686440,1687192,-,753,19,64,34,15,51,48
SAUSA300_1538,CP000255.1,1687194,1688132,-,939,80,217,102,115,197,226
SAUSA300_1539,CP000255.1,1688136,1689275,-,1140,114,358,153,145,331,357
SAUSA300_1540,CP000255.1,1689411,1691243,-,1833,1297,3601,1257,1235,3347,3322
SAUSA300_1541,CP000255.1,1691312,1691938,-,627,283,1038,192,263,812,939
SAUSA300_1542,CP000255.1,1691970,1692947,-,978,181,556,111,237,504,413
SAUSA300_1543,CP000255.1,1693047,1694171,-,1125,6,7,2,2,19,9
SAUSA300_1544,CP000255.1,1694734,1696557,-,1824,132,139,142,155,143,137
SAUSA300_1545,CP000255.1,1696903,1697154,+,252,66,69,30,46,77,59
SAUSA300_1546,CP000255.1,1697199,1698173,-,975,2,6,2,2,25,16
SAUSA300_1547,CP000255.1,1698230,1700431,-,2202,12,17,9,4,6,12
SAUSA300_1548,CP000255.1,1700436,1700867,-,432,59,56,24,23,41,28
SAUSA300_1549,CP000255.1,1700989,1701675,-,687,8,32,8,12,21,24
SAUSA300_1550,CP000255.1,1701715,1702431,-,717,64,113,19,48,124,105
SAUSA300_1551,CP000255.1,1702434,1702787,-,354,48,130,46,48,125,106
SAUSA300_1552,CP000255.1,1702788,1703372,-,585,75,139,73,43,115,175
SAUSA300_1553,CP000255.1,1703362,1703931,-,570,27,23,40,37,31,26
SAUSA300_1554,CP000255.1,1703934,1704224,-,291,2,4,4,3,4,9
SAUSA300_1555,CP000255.1,1704228,1705034,-,807,14,25,14,25,34,33
SAUSA300_1556,CP000255.1,1705048,1706148,-,1101,32,60,28,48,43,55
SAUSA300_1557,CP000255.1,1706149,1706676,-,528,48,88,37,38,49,70
SAUSA300_1558,CP000255.1,1706696,1707382,-,687,31,41,32,23,44,34
SAUSA300_1559,CP000255.1,1708167,1708871,-,705,0,6,0,6,8,0
SAUSA300_1560,CP000255.1,1709333,1710553,-,1221,14,4,4,0,15,22
SAUSA300_1561,CP000255.1,1710842,1712071,-,1230,24,65,34,31,69,28
SAUSA300_1562,CP000255.1,1712084,1712836,-,753,10,34,20,13,44,27
SAUSA300_1563,CP000255.1,1712836,1714197,-,1362,26,38,33,45,47,51
SAUSA300_1564,CP000255.1,1714211,1714660,-,450,2,7,4,5,2,8
SAUSA300_1565,CP000255.1,1714662,1715576,-,915,10,31,12,13,13,16
SAUSA300_1566,CP000255.1,1715662,1716363,-,702,4,2,0,6,8,6
SAUSA300_1567,CP000255.1,1716722,1717198,-,477,153,244,175,192,262,263
SAUSA300_1568,CP000255.1,1717226,1717849,-,624,200,329,205,221,210,212
SAUSA300_1569,CP000255.1,1717849,1719117,-,1269,175,137,144,141,156,127
SAUSA300_1570,CP000255.1,1719129,1720052,-,924,69,116,65,74,91,96
SAUSA300_1571,CP000255.1,1720055,1720693,-,639,4,14,4,6,14,16
SAUSA300_1572,CP000255.1,1720978,1721286,-,309,188,382,159,189,292,403
SAUSA300_1573,CP000255.1,1721301,1721729,-,429,533,1265,573,564,872,1099
SAUSA300_1574,CP000255.1,1721733,1721993,-,261,327,462,301,351,387,482
SAUSA300_1575,CP000255.1,1722056,1724686,-,2631,310,313,330,298,306,325
SAUSA300_1576,CP000255.1,1725029,1727506,-,2478,108,224,107,154,250,210
SAUSA300_1577,CP000255.1,1727508,1728176,-,669,0,16,0,2,12,12
SAUSA300_1578,CP000255.1,1728638,1729723,-,1086,260,261,262,239,221,282
SAUSA300_1579,CP000255.1,1729757,1730899,-,1143,130,153,99,120,129,188
SAUSA300_1580,CP000255.1,1731211,1732224,+,1014,22,99,40,36,94,96
SAUSA300_1581,CP000255.1,1732461,1732607,-,147,133,362,129,177,358,348
SAUSA300_1582,CP000255.1,1732647,1732829,-,183,684,2050,637,1002,1371,1756
SAUSA300_1583,CP000255.1,1732929,1733351,-,423,46,87,42,23,71,96
SAUSA300_1584,CP000255.1,1733535,1734710,+,1176,592,717,585,585,806,816
SAUSA300_1585,CP000255.1,1734871,1735644,-,774,39,43,36,22,62,78
SAUSA300_1586,CP000255.1,1736105,1737871,-,1767,270,257,226,306,244,183
SAUSA300_1587,CP000255.1,1737887,1739149,-,1263,42,65,71,54,65,61
SAUSA300_1588,CP000255.1,1739610,1740485,-,876,310,587,313,309,409,477
SAUSA300_1589,CP000255.1,1740482,1740934,-,453,241,313,184,211,341,289
SAUSA300_1590,CP000255.1,1740946,1743156,-,2211,492,680,359,514,708,594
SAUSA300_1591,CP000255.1,1743563,1744081,-,519,57,90,50,54,50,78
SAUSA300_1592,CP000255.1,1744103,1746376,-,2274,205,132,166,236,116,150
SAUSA300_1593,CP000255.1,1746579,1748798,-,2220,316,889,344,362,875,980
SAUSA300_1594,CP000255.1,1749133,1749393,-,261,22,80,10,24,64,63
SAUSA300_1595,CP000255.1,1749412,1750551,-,1140,44,131,41,50,93,127
SAUSA300_1596,CP000255.1,1750574,1751599,-,1026,52,97,40,44,62,90
SAUSA300_1597,CP000255.1,1751601,1752605,-,1005,89,159,73,108,133,104
SAUSA300_1598,CP000255.1,1752637,1753239,-,603,138,248,147,90,166,189
SAUSA300_1599,CP000255.1,1753253,1753708,-,456,73,32,54,72,68,71
SAUSA300_1600,CP000255.1,1753721,1755013,-,1293,441,350,335,487,298,358
SAUSA300_1601,CP000255.1,1755368,1755652,-,285,653,344,492,654,340,318
SAUSA300_1602,CP000255.1,1755664,1755984,-,321,553,569,397,513,438,478
SAUSA300_1603,CP000255.1,1755990,1756298,-,309,269,430,269,339,281,457
SAUSA300_1604,CP000255.1,1756465,1756995,-,531,34,69,27,25,72,76
SAUSA300_1605,CP000255.1,1756995,1757837,-,843,137,232,56,56,208,228
SAUSA300_1606,CP000255.1,1758230,1758703,-,474,42,76,19,24,50,51
SAUSA300_1607,CP000255.1,1759177,1759461,-,285,36,28,26,47,35,31
SAUSA300_1608,CP000255.1,1759529,1760185,-,657,2,6,2,13,4,1
SAUSA300_1609,CP000255.1,1760212,1760919,-,708,4,0,0,0,0,1
SAUSA300_1610,CP000255.1,1761189,1762460,-,1272,584,741,485,613,696,638
SAUSA300_1611,CP000255.1,1762473,1765103,-,2631,1061,1196,849,968,1197,1105
SAUSA300_1612,CP000255.1,1765506,1766066,+,561,76,106,113,64,128,140
SAUSA300_1613,CP000255.1,1766289,1767362,-,1074,355,1020,335,357,975,919
SAUSA300_1614,CP000255.1,1767558,1768844,-,1287,674,975,660,663,921,958
SAUSA300_1615,CP000255.1,1768892,1769866,-,975,159,348,221,191,295,394
SAUSA300_1616,CP000255.1,1769869,1770537,-,669,38,25,30,35,16,27
SAUSA300_1617,CP000255.1,1770559,1771485,-,927,39,35,38,59,23,12
SAUSA300_1618,CP000255.1,1771527,1772342,-,816,45,51,65,57,58,74
SAUSA300_1619,CP000255.1,1772364,1773710,-,1347,798,843,1328,784,667,1048
SAUSA300_1620,CP000255.1,1773927,1774517,-,591,20,40,8,22,46,28
SAUSA300_1621,CP000255.1,1774671,1775933,-,1263,246,484,166,189,470,398
SAUSA300_1622,CP000255.1,1776084,1777385,-,1302,347,648,272,304,631,640
SAUSA300_1623,CP000255.1,1777548,1778477,-,930,21,26,33,15,33,38
SAUSA300_1624,CP000255.1,1778496,1779104,-,609,1,12,3,2,4,3
SAUSA300_1625,CP000255.1,1779246,1779602,-,357,23,18,6,20,11,14
SAUSA300_1626,CP000255.1,1779649,1779849,-,201,55,58,49,50,47,57
SAUSA300_1627,CP000255.1,1779878,1780405,-,528,105,96,72,98,80,87
SAUSA300_1628,CP000255.1,1780634,1782127,-,1494,362,470,404,344,561,630
SAUSA300_1629,CP000255.1,1782553,1784490,-,1938,9290,335,11917,9916,312,312
SAUSA300_1630,CP000255.1,1784903,1785823,-,921,415,754,528,454,626,820
SAUSA300_1631,CP000255.1,1785823,1787223,-,1401,305,493,403,289,445,536
SAUSA300_1632,CP000255.1,1787224,1787694,-,471,89,209,87,90,127,176
SAUSA300_1633,CP000255.1,1787904,1788929,-,1026,1682,682,1421,1690,730,580
SAUSA300_1634,CP000255.1,1789099,1789722,-,624,163,256,198,142,183,268
SAUSA300_1635,CP000255.1,1789738,1790610,-,873,253,301,250,219,320,292
SAUSA300_1636,CP000255.1,1790626,1793256,-,2631,497,671,459,438,638,565
SAUSA300_1637,CP000255.1,1793550,1795037,-,1488,0,6,6,0,4,8
SAUSA300_1638,CP000255.1,1795536,1797197,-,1662,70,134,102,68,159,140
SAUSA300_1639,CP000255.1,1797197,1797901,-,705,32,54,20,26,42,30
SAUSA300_1640,CP000255.1,1798291,1799559,-,1269,1034,3499,1112,829,3118,3576
SAUSA300_1641,CP000255.1,1799608,1800729,-,1122,530,3095,495,491,2622,2377
SAUSA300_1642,CP000255.1,1801077,1802438,+,1362,440,900,422,416,970,1257
SAUSA300_1644,CP000255.1,1804763,1806520,-,1758,1212,1621,1154,1212,1796,1671
SAUSA300_1645,CP000255.1,1806542,1807465,-,924,501,1329,450,443,1100,953
SAUSA300_1646,CP000255.1,1807779,1808723,-,945,68,132,76,71,145,188
SAUSA300_1647,CP000255.1,1808723,1809580,-,858,108,221,137,119,207,202
SAUSA300_1648,CP000255.1,1809775,1811004,-,1230,135,165,90,117,161,163
SAUSA300_1649,CP000255.1,1811454,1814651,-,3198,462,874,491,416,809,891
SAUSA300_1650,CP000255.1,1814672,1815613,-,942,140,241,122,136,252,243
SAUSA300_1651,CP000255.1,1815874,1817172,-,1299,178,190,126,178,176,144
SAUSA300_1652,CP000255.1,1817377,1817790,+,414,600,782,607,714,853,828
SAUSA300_1653,CP000255.1,1818095,1818784,-,690,1096,1481,1337,1347,1324,1310
SAUSA300_1654,CP000255.1,1818959,1820014,+,1056,276,496,322,314,441,479
SAUSA300_1655,CP000255.1,1820330,1821448,-,1119,2195,2427,2322,2052,2478,2814
SAUSA300_1656,CP000255.1,1821589,1822089,+,501,5061,6896,3521,5404,7506,5966
SAUSA300_1657,CP000255.1,1822335,1823537,-,1203,160,260,112,126,252,290
SAUSA300_1658,CP000255.1,1823625,1824572,-,948,6,26,16,6,6,12
SAUSA300_1659,CP000255.1,1824695,1825189,-,495,164,222,147,201,257,247
SAUSA300_1660,CP000255.1,1825287,1826057,-,771,66,58,66,55,45,52
SAUSA300_1661,CP000255.1,1826101,1827324,-,1224,92,68,92,84,57,80
SAUSA300_1662,CP000255.1,1827324,1828463,-,1140,2,12,10,10,14,21
SAUSA300_1663,CP000255.1,1828621,1828761,+,141,0,0,0,0,0,0
SAUSA300_1664,CP000255.1,1828835,1830529,-,1695,758,2795,920,811,2984,3310
SAUSA300_1665,CP000255.1,1830666,1831130,+,465,88,98,58,71,117,112
SAUSA300_1666,CP000255.1,1831374,1831976,+,603,594,321,592,642,327,296
SAUSA300_1667,CP000255.1,1832192,1832935,-,744,61,129,45,43,80,91
SAUSA300_1668,CP000255.1,1833015,1833461,+,447,220,608,315,235,570,577
SAUSA300_1669,CP000255.1,1833575,1834735,+,1161,75,50,60,76,64,55
SAUSA300_1670,CP000255.1,1834722,1836326,+,1605,50,50,53,38,38,41
SAUSA300_1671,CP000255.1,1836476,1837606,-,1131,148,160,150,152,140,167
SAUSA300_1672,CP000255.1,1837713,1839179,-,1467,68,99,58,94,150,115
SAUSA300_1673,CP000255.1,1839307,1839924,-,618,16,14,5,10,24,8
SAUSA300_1674,CP000255.1,1840096,1841370,+,1275,134,320,110,154,284,330
SAUSA300_1675,CP000255.1,1841464,1842726,-,1263,14,20,4,18,14,28
SAUSA300_1676,CP000255.1,1843108,1844013,+,906,2,7,9,8,16,5
SAUSA300_1677,CP000255.1,1844216,1846903,-,2688,1147,1335,1400,1077,1541,1327
SAUSA300_1678,CP000255.1,1847198,1848865,-,1668,652,836,742,728,745,1082
SAUSA300_1679,CP000255.1,1849305,1851011,-,1707,738,2610,982,804,2025,3247
SAUSA300_1680,CP000255.1,1851180,1851812,+,633,37,57,36,30,63,57
SAUSA300_1681,CP000255.1,1851837,1853006,+,1170,45,49,38,50,66,73
SAUSA300_1682,CP000255.1,1853104,1854093,-,990,232,260,280,326,237,270
SAUSA300_1683,CP000255.1,1854633,1855724,-,1092,141,122,138,134,148,108
SAUSA300_1684,CP000255.1,1856424,1857623,-,1200,4498,5648,7260,4980,5879,5989
SAUSA300_1685,CP000255.1,1857697,1858188,-,492,899,1163,901,966,1438,1166
SAUSA300_1686,CP000255.1,1858262,1859575,-,1314,177,254,180,137,224,237
SAUSA300_1687,CP000255.1,1859599,1863423,-,3825,306,531,332,312,447,511
SAUSA300_1688,CP000255.1,1863444,1864040,-,597,74,71,38,50,74,61
SAUSA300_1689,CP000255.1,1864069,1864926,-,858,37,50,18,37,29,36
SAUSA300_1690,CP000255.1,1865026,1865337,-,312,300,565,276,303,549,646
SAUSA300_1691,CP000255.1,1865402,1866478,-,1077,387,1288,575,442,1079,1329
SAUSA300_1692,CP000255.1,1866565,1866876,+,312,14,24,18,18,36,40
SAUSA300_1693,CP000255.1,1867001,1867843,-,843,52,116,62,46,120,103
SAUSA300_1694,CP000255.1,1868313,1868957,-,645,158,259,110,142,227,243
SAUSA300_1695,CP000255.1,1868972,1869697,-,726,199,241,145,230,171,212
SAUSA300_1696,CP000255.1,1870313,1871161,-,849,233,358,237,203,300,344
SAUSA300_1697,CP000255.1,1871165,1872574,-,1410,47,104,40,64,102,79
SAUSA300_1698,CP000255.1,1873324,1873746,-,423,454,1128,572,405,897,1208
SAUSA300_1699,CP000255.1,1873763,1874458,-,696,45,91,45,41,94,97
SAUSA300_1700,CP000255.1,1874455,1876116,-,1662,50,74,41,49,69,65
SAUSA300_1701,CP000255.1,1876523,1877791,+,1269,20,42,24,18,21,26
SAUSA300_1702,CP000255.1,1877908,1884468,-,6561,122,110,102,116,114,122
SAUSA300_1703,CP000255.1,1884794,1885105,-,312,25,48,23,26,19,49
SAUSA300_1704,CP000255.1,1885127,1887544,-,2418,208,202,175,200,178,223
SAUSA300_1705,CP000255.1,1887832,1889013,-,1182,31,72,30,23,58,64
SAUSA300_1706,CP000255.1,1889123,1890076,+,954,17,21,16,21,25,13
SAUSA300_1707,CP000255.1,1890073,1890636,+,564,8,5,10,8,8,5
SAUSA300_1708,CP000255.1,1890756,1891256,-,501,387,547,458,366,605,677
SAUSA300_1710,CP000255.1,1892736,1893563,-,828,504,466,431,489,484,508
SAUSA300_1711,CP000255.1,1893797,1894798,+,1002,937,1816,1017,1100,1578,1977
SAUSA300_1712,CP000255.1,1894920,1895384,-,465,288,23,242,414,13,28
SAUSA300_1713,CP000255.1,1895397,1896578,-,1182,1759,95,1547,2166,112,97
SAUSA300_1714,CP000255.1,1896589,1897221,-,633,1529,102,1164,1899,96,117
SAUSA300_1715,CP000255.1,1897228,1898232,-,1005,4431,307,3156,5748,224,299
SAUSA300_1716,CP000255.1,1898752,1900254,-,1503,6,20,9,7,3,8
SAUSA300_1717,CP000255.1,1900744,1901091,+,348,3,4,7,5,6,0
SAUSA300_1718,CP000255.1,1901091,1902383,+,1293,10,13,10,7,18,13
SAUSA300_1719,CP000255.1,1902401,1902796,+,396,5,2,2,2,4,6
SAUSA300_1720,CP000255.1,1903091,1903945,-,855,290,529,185,209,453,472
SAUSA300_1721,CP000255.1,1904221,1904445,-,225,72,82,30,42,106,69
SAUSA300_1722,CP000255.1,1904566,1905114,+,549,1,2,3,2,8,6
SAUSA300_1723,CP000255.1,1905657,1906100,-,444,20,10,15,7,15,17
SAUSA300_1724,CP000255.1,1906396,1907031,+,636,2,0,6,4,2,0
SAUSA300_1725,CP000255.1,1907471,1908184,-,714,566,1195,450,650,1090,936
SAUSA300_1726,CP000255.1,1909364,1909717,+,354,0,0,0,0,0,0
SAUSA300_1728,CP000255.1,1911800,1912633,-,834,196,280,279,222,230,319
SAUSA300_1729,CP000255.1,1912845,1913753,-,909,26,132,64,68,118,126
